Supercharger,Street Address,City,State,Zip,Country,Stalls,kW,GPS,Elev(m),Status,Open Date,Links
"Hopewell Centre, Hong Kong","Hopewell Centre, 183 Queen’s Road East",Hong Kong,Hong Kong,,China,10,,"22.274495, 114.171429",73,OPEN,7/23/2014,gmap | forum | tesla
"Kai Tak Cruise Terminal, Hong Kong","Kai Tak Cruise Terminal, 33 Shing Fung Road, Kowloon",Hong Kong,Hong Kong,,China,6,,"22.306989, 114.212648",5,OPEN,7/22/2014,gmap | forum | tesla
"Falkenberg, Sweden",Mellangårdsvägen 6,Falkenberg,,311 50,Sweden,18,150,"56.93167, 12.51805",22,OPEN,7/18/2014,gmap | forum | tesla
"Rhüden, Germany",Am Zainer Berg 2,Rhüden,,38723,Germany,8,150,"51.947228, 10.140842",153,OPEN,7/17/2014,gmap | forum | tesla
"Squamish, BC",40147 Glenalder Pl,Squamish,BC,V8B 0G2,Canada,10,120,"49.736901, -123.134573",35,OPEN,7/12/2014,gmap | forum | tesla
"Beijing - Yizhuang AK Valley, China","Harmony, No.16 Zhonghe St, Yizhuang, Daxing District",Beijing,Beijing,,China,8,,"39.799729, 116.518017",31,OPEN,7/12/2014,gmap | forum | tesla
"Kamen, Germany",4 Schattweg,Kamen,,59174,Germany,8,150,"51.5701759, 7.6751678",73,OPEN,7/12/2014,gmap | forum | tesla
"Mâcon, France",1 Boulevard du Général de Gaulle,Sancé,,71000,France,20,150,"46.346553, 4.850173",172,OPEN,7/11/2014,gmap | forum | tesla
"Nimes, France",152 rue Claude Nicolas Ledoux,Nimes,,30900,France,8,150,"43.816537, 4.345114",32,OPEN,7/11/2014,gmap | forum | tesla
"Wickenburg, AZ",155 N Tegner St,Wickenburg,AZ,85390,USA,8,150,"33.9702333, -112.73165",628,OPEN,7/11/2014,gmap | forum | tesla
"Tifton, GA",1310 U.S. 82,Tifton,GA,31794,USA,8,150,"31.448847, -83.53221",92,OPEN,7/10/2014,gmap | forum | tesla
"Uddevalla, Sweden",Herrestads Torp 310,Uddevalla,,451 98,Sweden,20,150,"58.3516862, 11.8116943",41,OPEN,7/9/2014,gmap | forum | tesla
"Arboga, Sweden",Burskapsvägen 1,Arboga,,732 95,Sweden,14,150,"59.426307, 15.827684",20,OPEN,7/6/2014,gmap | forum | tesla
"Karlstad, Sweden",Våxnäsgatan 158,Karlstad,,653 41,Sweden,6,150,"59.381535, 13.467609",51,OPEN,7/6/2014,gmap | forum | tesla
"Sandane, Norway",Firdavegen 2,Sandane,,6823,Norway,6,150,"61.7780226, 6.2131884",1,OPEN,7/6/2014,gmap | forum | tesla
"Emsbüren, Germany",Carl-von-Linne-Straße 1,Emsbüren,,48488,Germany,12,150,"52.359241, 7.264215",32,OPEN,7/4/2014,gmap | forum | tesla
"Salina, KS",755 W Diamond Dr,Salina,KS,67401,USA,6,150,"38.877342, -97.618699",371,OPEN,7/4/2014,gmap | forum | tesla
"Auxerre, France",Route national 6 - Lieu dit,Appoigny,,89380,France,8,150,"47.85183, 3.542802",99,OPEN,7/4/2014,gmap | forum | tesla
"Tilburg (SC), Netherlands",Atlasstraat 7-9,Tilburg,,5047 RG,Netherlands,2,,"51.606331, 5.005621",5,OPEN,7/3/2014,gmap | forum | tesla
"Solli, Norway",Solliveien 276,Rolvsøy,,1667,Norway,10,150,"59.324292, 10.954448",3,OPEN,7/3/2014,gmap | forum | tesla
"Hjørring, Denmark",Sprogøvej 5,Hjørring,,9800,Denmark,12,150,"57.455791, 10.04227",24,OPEN,7/3/2014,gmap | forum | tesla
"Amot, Norway","by Heimat, Vinjevegen 159",Vinje,,3890,Norway,8,150,"59.5701306, 7.992551",457,OPEN,6/27/2014,gmap | forum | tesla
"Limon, CO",2221 6th St,Limon,CO,80828,USA,6,150,"39.2688421, -103.708604",1652,OPEN,6/21/2014,gmap | forum | tesla
"Regensburg, Germany",Junkersstraße 3,Regensburg,,93055,Germany,8,150,"48.994967, 12.150416",333,OPEN,6/18/2014,gmap | forum | tesla
"Lutterberg, Germany",Triftstraße 11,Staufenberg,,34355,Germany,16,125,"51.370219, 9.633905",376,OPEN,6/14/2014,gmap | forum | tesla
"Goodland, KS",2631 Enterprise Rd,Goodland,KS,67735,USA,6,150,"39.326253, -101.725171",1129,OPEN,6/13/2014,gmap | forum | tesla
"Gramschatzer Wald, Germany",A7 exit Gramschatzer Wald,Erbshausen,,97262,Germany,8,150,"49.912046, 10.001735",307,OPEN,6/13/2014,gmap | forum | tesla
"Hays, KS",4101 Vine St,Hays,KS,67601,USA,6,150,"38.900543, -99.319142",626,OPEN,6/12/2014,gmap | forum | tesla
"Nephi, UT",2100 S Main St,Nephi,UT,84648,USA,6,150,"39.6783968, -111.8407035",1555,OPEN,6/11/2014,gmap | forum | tesla
"Middelfart, Denmark",3 Karensmindevej,Middelfart,,5500,Denmark,12,150,"55.510639, 9.764306",26,OPEN,5/30/2014,gmap | forum | tesla
"Randers, Denmark",Graceland Randers Vej 3,Randers,,8960,Denmark,14,130,"56.433685, 10.055412",30,OPEN,5/30/2014,gmap | forum | tesla
"Beijing - Qinghe Wanxianghui, China","Universal Business Park, No. 10 Jiaxiangao Road",Beijing,Beijing,100015,China,4,120,"39.977989, 116.481445",42,OPEN,5/19/2014,gmap | forum | tesla
"Ritzville, WA",105 Galbreath Way,Ritzville,WA,99169,USA,4,150,"47.116294, -118.368328",570,OPEN,5/18/2014,gmap | forum | tesla
"Gila Bend, AZ",826 W Pima St,Gila Bend,AZ,85337,USA,8,150,"32.943969, -112.733506",221,OPEN,5/17/2014,gmap | forum | tesla
"Münchberg-Nord, Germany",12 August-Horch-Strasse,Münchberg,,95213,Germany,6,125,"50.202872, 11.776552",593,OPEN,5/12/2014,gmap | forum | tesla
"Macon, GA",450 Martin Luther King Jr Blvd,Macon,GA,31201,USA,8,150,"32.8334275, -83.6255567",98,OPEN,5/8/2014,gmap | forum | tesla
"Triadelphia, WV",35 Bob Wise Drive,Triadelphia,WV,26059,USA,4,,"40.060757, -80.602874",397,OPEN,5/7/2014,gmap | forum | tesla
"San Juan Capistrano, CA",31971 Camino Capistrano,San Juan Capistrano,CA,92675,USA,7,,"33.498458, -117.6632",30,OPEN,5/6/2014,gmap | forum | tesla
"Woodbridge, VA",2700 Potomac Mills Circle,Woodbridge,VA,22192,USA,10,,"38.64082, -77.29633",63,OPEN,5/2/2014,gmap | forum | tesla
"Albany, NY",131 Colonie Center,Albany,NY,12205,USA,6,,"42.710356, -73.819109",88,OPEN,4/30/2014,gmap | forum | tesla
"Vienna - Tech Park Vienna (SC), Austria",Gutheil Schoder-Gasse 17,Vienna,,1230,Austria,4,150,"48.1574455, 16.3345536",190,OPEN,4/30/2014,gmap | forum | tesla
"Hohenwarsleben, Germany",Zum Raukler 1,Hohenwarsleben,,39326,Germany,6,120,"52.174057, 11.494488",133,OPEN,4/30/2014,gmap | forum | tesla
"Roseville, CA",1151 Galleria Blvd,Roseville,CA,95678,USA,7,150,"38.771208, -121.266149",66,OPEN,4/29/2014,gmap | forum | tesla
"Shanghai Jiading Auto City, China",near Jiading Auto City,Shanghai,Shanghai,,China,6,,"31.27969, 121.16766",5,OPEN,4/23/2014,gmap | forum | tesla
"Hamilton Township, NJ",425 Marketplace Blvd,Hamilton,NJ,8691,USA,6,,"40.195539, -74.641375",21,OPEN,4/22/2014,gmap | forum | tesla
"Beaver, UT",Littlefield Interchange,Beaver,UT,84713,USA,8,150,"38.249149, -112.652524",1790,OPEN,4/14/2014,gmap | forum | tesla
"Cranberry, PA",1308 Freedom Rd,Cranberry Township,PA,16066,USA,6,150,"40.683982, -80.10839",312,OPEN,4/4/2014,gmap | forum | tesla
"Richfield, UT",20 W 1400 N,Richfield,UT,84701,USA,4,150,"38.787942, -112.085316",1660,OPEN,4/4/2014,gmap | forum | tesla
"Buckeye, AZ",416 S Watson Rd,Buckeye,AZ,85326,USA,8,,"33.443011, -112.556876",338,OPEN,3/20/2014,gmap | forum | tesla
"Green River, UT",1765 East Main St,Green River,UT,84525,USA,8,150,"38.993577, -110.140513",1240,OPEN,3/17/2014,gmap | forum | tesla
"Plymouth, NC",840 U.S. 64,Plymouth,NC,27962,USA,8,120,"35.850587, -76.756116",5,OPEN,3/12/2014,gmap | forum | tesla
"Las Vegas, NV",701 Bridger Ave,Las Vegas,NV,89101,USA,6,,"36.165906, -115.138655",609,OPEN,2/19/2014,gmap | forum | tesla
"Pleasant Prairie, WI",11211 120th Ave,Pleasant Prairie,WI,53158,USA,8,120,"42.518715, -87.950428",216,OPEN,2/13/2014,gmap | forum | tesla
"Greenwich, CT (north)",3000 Merritt Pkwy,Greenwich,CT,6830,USA,4,,"41.041538, -73.671661",82,OPEN,2/12/2014,gmap | forum | tesla
"Greenwich, CT (south)",2000 Merritt Pkwy,Greenwich,CT,6830,USA,4,,"41.040555, -73.673445",81,OPEN,2/12/2014,gmap | forum | tesla
"Yuma, AZ",310 N Madison Ave,Yuma,AZ,85364,USA,8,150,"32.726686, -114.619093",43,OPEN,2/4/2014,gmap | forum | tesla
"Eau Claire, WI",4601 Keystone Crossing,Eau Claire,WI,54701,USA,6,120,"44.77083, -91.43711",293,OPEN,1/30/2014,gmap | forum | tesla
"Hagerstown, MD",495 Premium Outlets Blvd,Hagerstown,MD,21740,USA,6,,"39.605859, -77.733324",164,OPEN,1/23/2014,gmap | forum | tesla
"Moab, UT",16 South Main St,Moab,UT,84511,USA,4,,"38.573122, -109.552368",1224,OPEN,1/22/2014,gmap | forum | tesla
"Kingman, AZ",789 W Beale St,Kingman,AZ,86401,USA,10,120,"35.191331, -114.065592",1025,OPEN,1/22/2014,gmap | forum | tesla
"Cheyenne, WY",1400 Dell Range Blvd,Cheyenne,WY,82009,USA,4,,"41.161085, -104.804955",1859,OPEN,1/20/2014,gmap | forum | tesla
"Lumberton, NC",5093 Fayetteville Road,Lumberton,NC,28358,USA,8,150,"34.667629, -79.002343",40,OPEN,1/17/2014,gmap | forum | tesla
"Holbrook, AZ",2096 Navajo Blvd,Holbrook,AZ,86025,USA,4,120,"34.922962, -110.145558",1596,OPEN,1/15/2014,gmap | forum | tesla
"Savannah, GA",400 Airways Ave,Savannah,GA,31408,USA,8,125,"32.135507, -81.212767",6,OPEN,1/15/2014,gmap | forum | tesla
"Albert Lea, MN",811 East Plaza St,Albert Lea,MN,56007,USA,4,,"43.68606, -93.357721",383,OPEN,1/15/2014,gmap | forum | tesla
"Macedonia, OH",8210 Macedonia Commons Blvd,Macedonia,OH,44056,USA,6,,"41.313663, -81.517018",296,OPEN,1/15/2014,gmap | forum | tesla
"Maumee, OH",1391 Conant Street,Maumee,OH,43537,USA,8,150,"41.57835, -83.66465",192,OPEN,1/13/2014,gmap | forum | tesla
"Blanding, UT",12 N Grayson Pkwy,Blanding,UT,84511,USA,4,,"37.6255534, -109.47384199999999",1849,OPEN,1/13/2014,gmap | forum | tesla
"Madison - East Towne Mall, WI",89 E Towne Mall,Madison,WI,53704,USA,3,120,"43.12669, -89.306896",267,OPEN,1/13/2014,gmap | forum | tesla
"Grand Junction, CO",2420 U.S. 6,Grand Junction,CO,81505,USA,6,,"39.090758, -108.604325",1386,OPEN,1/10/2014,gmap | forum | tesla
"Farmington, NM",4200 Sierra Vista Dr,Farmington,NM,87402,USA,4,120,"36.766371, -108.144047",1673,OPEN,1/10/2014,gmap | forum | tesla
"Somerset, PA",1030 N Center Ave,Somerset,PA,15501,USA,6,150,"40.017383, -79.077117",641,OPEN,1/10/2014,gmap | forum | tesla
"Flagstaff, AZ",2650 S Beulah Blvd,Flagstaff,AZ,86001,USA,12,150,"35.174272, -111.66328",2106,OPEN,1/10/2014,gmap | forum | tesla
"Gallup, NM",111 Twin Buttes Rd,Gallup,NM,87301,USA,8,120,"35.505278, -108.828094",1970,OPEN,1/7/2014,gmap | forum | tesla
"East Greenwich, RI",1000 Division St,East Greenwich,RI,2818,USA,8,,"41.660517, -71.497242",73,OPEN,1/6/2014,gmap | forum | tesla
"La Crosse, WI",2845 Midwest Dr,Onalaska,WI,54650,USA,6,120,"43.879042, -91.188428",219,OPEN,1/5/2014,gmap | forum | tesla
"St. Augustine, FL","2700 State Road 16, Suite 200",St. Augustine,FL,32092,USA,6,,"29.924286, -81.416018",14,OPEN,1/3/2014,gmap | forum | tesla
"Murdo, SD",302 W 5th St,Murdo,SD,57559,USA,4,,"43.886915, -100.716887",691,OPEN,12/31/2013,gmap | forum | tesla
"Santee, SC",114 Bradford Blvd,Santee,SC,29142,USA,8,150,"33.485858, -80.475763",39,OPEN,12/27/2013,gmap | forum | tesla
"JFK Airport, NY",150th Ave and 147th St,Queens,NY,11430,USA,4,,"40.66319, -73.793192",3,OPEN,12/23/2013,gmap | forum | tesla
"Ellensburg, WA",1620 Canyon Rd,Ellensburg,WA,98926,USA,5,,"46.976918, -120.54162",454,OPEN,12/23/2013,gmap | forum | tesla
"Detroit Lake, OR",210 D Street,Detroit,OR,97342,USA,6,150,"44.737025, -122.152108",492,OPEN,12/23/2013,gmap | forum | tesla
"Lusk, WY",730 S Main St,Lusk,WY,82225,USA,4,,"42.75625, -104.45267",1529,OPEN,12/19/2013,gmap | forum | tesla
"Vacaville, CA",321 Nut Tree RD,Vacaville,CA,95687,USA,16,150,"38.366645, -121.958136",34,OPEN,12/19/2013,gmap | forum | tesla
"St. Anton, Austria",Arlbergstrasse 77,St. Anton am Arlberg,,6580,Austria,10,125,"47.130862, 10.270811",1285,OPEN,12/19/2013,gmap | forum | tesla
"Mitchell, SD",1305 W Havens St,Mitchell,SD,57301,USA,6,120,"43.701129, -98.04449999999997",410,OPEN,12/18/2013,gmap | forum | tesla
"Aichstetten, Germany",Am Waizenhof 12 (Autohof),Aichstetten,,88317,Germany,8,130,"47.880483, 10.039783",630,OPEN,12/14/2013,gmap | forum | tesla
"Bad Rappenau, Germany",Buchäckerring 40 (Autohof),Bad Rappenau,,74906,Germany,8,130,"49.211936, 9.077322",207,OPEN,12/14/2013,gmap | forum | tesla
"Lully, Switzerland",Restoroute 1470 Lully FR (Autogrill),Lully,,1470,Switzerland,10,125,"46.832137, 6.859096",490,OPEN,12/13/2013,gmap | forum | tesla
"Wilnsdorf, Germany",Elkersberg 2 (Autohof),Wilnsdorf,,57234,Germany,8,120,"50.816873, 8.08576",436,OPEN,12/13/2013,gmap | forum | tesla
"Jettingen-Scheppach, Germany",Robert-Bosch-Str. 10 (Autohof),Jettingen,,89343,Germany,8,120,"48.411068, 10.440378",464,OPEN,12/13/2013,gmap | forum | tesla
"Worthington, MN",1290 Ryan's Rd,Worthington,MN,56187,USA,6,120,"43.63385, -95.595647",478,OPEN,12/11/2013,gmap | forum | tesla
"Mishawaka, IN",6501 Grape Rd,Mishawaka,IN,46545,USA,6,120,"41.7174, -86.1887",234,OPEN,12/11/2013,gmap | forum | tesla
"Angola, IN",3855 Indiana Rte 127,Angola,IN,46703,USA,6,120,"41.699048, -85.000326",329,OPEN,12/9/2013,gmap | forum | tesla
"Mauston, WI",640 Mc Evoy St,Mauston,WI,53948,USA,6,125,"43.795551, -90.059358",265,OPEN,12/9/2013,gmap | forum | tesla
"Oosterhout, Netherlands",Beneluxweg 1,Oosterhout,,4904 SJ,Netherlands,12,150,"51.626423, 4.869517",7,OPEN,12/6/2013,gmap | forum | tesla
"Zevenaar, Netherlands",Doesburgseweg 39,Zevenaar,,6902 PL,Netherlands,8,150,"51.94066, 6.0818",10,OPEN,12/6/2013,gmap | forum | tesla
"St. Joseph, MI",3260 Niles Rd,St. Joseph,MI,49085,USA,8,120,"42.056357, -86.456352",210,OPEN,11/26/2013,gmap | forum | tesla
"Rapid City, SD",2200 N Maple Ave,Rapid City,SD,57701,USA,4,,"44.105601, -103.212569",1006,OPEN,11/25/2013,gmap | forum | tesla
"Huntsville, TX",148 Interstate 45,Huntsville,TX,77340,USA,6,150,"30.716158, -95.565944",123,OPEN,11/20/2013,gmap | forum | tesla
"Folsom - Iron Point Road, CA",13000 Folsom Blvd,Folsom,CA,95630,USA,4,,"38.64258, -121.18806",63,OPEN,11/19/2013,gmap | forum | tesla
"Corsicana, TX",2035 Interstate 45 Frontage Rd,Corsicana,TX,75109,USA,10,150,"32.068577, -96.448229",132,OPEN,11/15/2013,gmap | forum | tesla
"Quartzsite, AZ",1451 W Main St,Quartzsite,AZ,85346,USA,36,250,"33.661314, -114.242174",280,OPEN,11/14/2013,gmap | forum | tesla
"Rocky Mount, NC",651 N Winstead Avenue,Rocky Mount,NC,27804,USA,8,120,"35.972874, -77.84687",40,OPEN,11/8/2013,gmap | forum | tesla
"Springfield, OR",919 Kruse Way,Springfield,OR,97477,USA,14,150,"44.082605, -123.037471",133,OPEN,11/2/2013,gmap | forum | tesla
"Glen Allen, VA",9860 Brook Rd,Glen Allen,VA,23059,USA,20,,"37.669832, -77.461419",49,OPEN,10/24/2013,gmap | forum | tesla
"Mt. Shasta, CA",111 Morgan Way,Mt. Shasta,CA,96067,USA,4,,"41.310233, -122.317278",1066,OPEN,10/23/2013,gmap | forum | tesla
"Grants Pass, OR",1900 NW 6th St,Grants Pass,OR,97526,USA,8,150,"42.460883, -123.324124",335,OPEN,10/22/2013,gmap | forum | tesla
"Corning, CA",950 Hwy 99,Corning,CA,96021,USA,6,150,"39.926454, -122.198393",87,OPEN,10/18/2013,gmap | forum | tesla
"Burlington, NC",1080 Piper Ln,Burlington,NC,27215,USA,8,120,"36.07079, -79.511211",197,OPEN,10/16/2013,gmap | forum | tesla
"Columbus, TX",2535 Texas 71,Columbus,TX,78934,USA,6,120,"29.690062, -96.537725",57,OPEN,10/7/2013,gmap | forum | tesla
"Silverthorne, CO",309 Rainbow Dr,Silverthorne,CO,80498,USA,12,150,"39.631457, -106.070816",2670,OPEN,10/3/2013,gmap | forum | tesla
"Glenwood Springs, CO",125 Wulfsohn Rd,Glenwood Springs,CO,81601,USA,6,,"39.55268, -107.340168",1762,OPEN,9/17/2013,gmap | forum | tesla
"Port Orange, FL",5302 S Williamson Blvd,Port Orange,FL,32128,USA,6,,"29.108566, -81.034569",7,OPEN,9/13/2013,gmap | forum | tesla
"Rockford, IL",7200 Harrison Ave,Rockford,IL,61112,USA,8,150,"42.243896, -88.978877",238,OPEN,9/12/2013,gmap | forum | tesla
"Waco, TX",701 Interstate 35,Bellmead,TX,76705,USA,22,250,"31.58224, -97.10915",124,OPEN,9/7/2013,gmap | forum | tesla
"Gol, Norway",Heradvegen 5,Gol,,3550,Norway,12,130,"60.70232, 8.9862",201,OPEN,8/30/2013,gmap | forum | tesla
"Aurland, Norway",Nyheim Aurland,Aurland,,5745,Norway,6,130,"60.89863, 7.21082",11,OPEN,8/30/2013,gmap | forum | tesla
"Dombås, Norway",P plass bak KIWI Mini Pris,Dombås,,2660,Norway,16,150,"62.073923, 9.125562",659,OPEN,8/30/2013,gmap | forum | tesla
"Lillehammer, Norway",Korgvegen 37,Lillehammer,,2619,Norway,14,150,"61.13045, 10.43491",159,OPEN,8/30/2013,gmap | forum | tesla
"Lyngdal, Norway",1 Fiboveien,Lyngdal,,4580,Norway,20,150,"58.15653, 7.10298",12,OPEN,8/30/2013,gmap | forum | tesla
"Woodburn, OR",255 N Arney Rd,Woodburn,OR,97071,USA,8,150,"45.15313, -122.881254",56,OPEN,8/28/2013,gmap | forum | tesla
"San Marcos, TX",3939 Interstate 35,San Marcos,TX,78666,USA,12,150,"29.827692, -97.979677",202,OPEN,8/17/2013,gmap | forum | tesla
"Fremont, CA",45500 Fremont Blvd,Fremont,CA,94538,USA,12,250,"37.492754, -121.944796",7,OPEN,8/16/2013,gmap | forum | tesla
"Brokelandsheia, Norway",Brokelandsheia,Sundebru,,4993,Norway,12,130,"58.820783, 9.073746",99,OPEN,8/13/2013,gmap | forum | tesla
"Lier (south), Norway",E18 South,Lier,,3400,Norway,8,150,"59.766259, 10.257838",17,OPEN,8/13/2013,gmap | forum | tesla
"Fort Myers, FL",9903 Gulf Coast Main St,Fort Myers,FL,33913,USA,8,,"26.48564, -81.787136",6,OPEN,7/25/2013,gmap | forum | tesla
"Port St. Lucie, FL",1701 NW Peacock Blvd,Port St. Lucie,FL,34986,USA,8,,"27.313023, -80.406688",8,OPEN,7/24/2013,gmap | forum | tesla
"Centralia, WA",1200 Lum Rd,Centralia,WA,98531,USA,20,150,"46.729732, -122.977454",56,OPEN,7/17/2013,gmap | forum | tesla
"Buellton, CA",555 McMurray Rd,Buellton,CA,93427,USA,10,150,"34.61456, -120.188387",114,OPEN,7/13/2013,gmap | forum | tesla
"Burlington, WA",9384 Old Highway 99,Burlington,WA,98233,USA,8,150,"48.509772, -122.338625",7,OPEN,7/13/2013,gmap | forum | tesla
"Atascadero, CA",6950 El Camino Real,Atascadero,CA,93422,USA,8,,"35.48656, -120.66633",262,OPEN,7/3/2013,gmap | forum | tesla
"Normal, IL",Uptown Station Parking Deck 11 Uptown Circle,Normal,IL,61761,USA,8,150,"40.508497, -88.985575",236,OPEN,6/26/2013,gmap | forum | tesla
"Darien, CT (north)",Connecticut Welcome Center,Darien,CT,6820,USA,14,250,"41.080321, -73.461365",17,OPEN,6/19/2013,gmap | forum | tesla
"Darien, CT (south)",I-95 South after exit 10,Darien,CT,6820,USA,16,250,"41.067299, -73.504926",18,OPEN,6/19/2013,gmap | forum | tesla
"Newark, DE",530 JFK Memorial Hwy,Newark,DE,19725,USA,12,,"39.6635, -75.69017",18,OPEN,12/21/2012,gmap | forum | tesla
"Milford, CT (north)",1 CT Turnpike N,Milford,CT,6460,USA,2,,"41.245814, -73.008988",19,OPEN,12/16/2012,gmap | forum | tesla
"Milford, CT (south)",1 CT Turnpike S,Milford,CT,6460,USA,2,,"41.246232, -73.010529",19,OPEN,12/16/2012,gmap | forum | tesla
"Hawthorne, CA",1 Rocket Rd,Hawthorne,CA,90250,USA,12,250,"33.921068, -118.330054",18,OPEN,11/19/2012,gmap | forum | tesla
"Barstow, CA",2812 Lenwood Rd,Barstow,CA,92311,USA,16,150,"34.849129, -117.085446",725,OPEN,11/19/2012,gmap | forum | tesla
"Gilroy, CA",681 Leavesley Rd,Gilroy,CA,95020,USA,16,150,"37.02493, -121.56542",63,OPEN,11/19/2012,gmap | forum | tesla
"Harris Ranch, CA",24505 W Dorris Ave,Coalinga,CA,93210,USA,18,150,"36.25415, -120.237896",139,OPEN,11/19/2012,gmap | forum | tesla
"Tejon Ranch, CA",5602 Dennis McCarthy Dr,Lebec,CA,93243,USA,24,150,"34.98734, -118.94623",337,OPEN,11/19/2012,gmap | forum | tesla
"Highland Park (SC), IL",1200 Old Skokie Road,Highland Park,IL,60035,USA,4,,"42.17434, -87.816626",195,CLOSED_PERM,,gmap | forum | tesla
"Hamburg - Essener Straße (SC), Germany","Valvo Park, Unit C-20",Hamburg,,22419,Germany,2,,"53.668642, 9.995189",24,CLOSED_PERM,,gmap | forum | tesla
"Kastrup, Denmark",Kirstinehøj 43 - Will be permanently closed from 1st of April 2019.,Kastrup,,2770,Denmark,2,,"55.614459, 12.613533",2,CLOSED_PERM,,gmap | forum | tesla
"St Leonards, NSW",10 Herbert St,St Leonards,NSW,2064,Australia,6,120,"-33.817021, 151.191334",80,CLOSED_PERM,,gmap | forum | tesla
"München-Feldkirchen service center, Germany",Hohenlindner Straße 48a,Feldkirchen,,85622,Germany,2,,"48.145652, 11.741631",527,CLOSED_PERM,,gmap | forum | tesla
"Riviera Beach, FL",4651 Dyer Blvd,Riviera Beach,FL,33407,USA,8,,"26.7781155, -80.1091072",4,CLOSED_PERM,,gmap | forum | tesla
"Wellington, New Zealand",31 Johnsonville Road,Johnsonville,Wellington,6037,New Zealand,4,,"-41.224553, 174.807651",138,PERMIT,,gmap | forum | tesla
"Stuhr (Bremen-Brinkum), Germany","103-117 Bremer Straße, by Ochtum park. Exit 57 from A1",Stuhr,,28816,Germany,4,,"53.02836, 8.806156",6,CLOSED_PERM,,gmap | forum | tesla
